id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
t8MhdpBVeL2YxIUXx1kcfw,ani-s-day-and-night-austin,Ani’s Day & Night,https://s3-media2.fl.yelpcdn.com/bphoto/W1SrPhkC95vR2g7HJqwsww/o.jpg,False,https://www.yelp.com/biz/ani-s-day-and-night-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,37,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,['delivery'],$$,+15127751355,(512) 775-1355,11097.854408045292,30.22101,-97.6956,7107 E Riverside Dr,,,Austin,78741,US,TX,"['7107 E Riverside Dr', 'Austin, TX 78741']"
TQxHoUZNzVOoBnHm0aMkpA,cherrywood-coffeehouse-austin,Cherrywood Coffeehouse,https://s3-media3.fl.yelpcdn.com/bphoto/YcIalw1OfIxB6FZthoDVFA/o.jpg,False,https://www.yelp.com/biz/cherrywood-coffeehouse-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,820,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"['delivery', 'pickup']",$$,+15125381991,(512) 538-1991,4205.840131380131,30.2933197021484,-97.7159729003906,1400 E 38th 1/2 St,,,Austin,78722,US,TX,"['1400 E 38th 1/2 St', 'Austin, TX 78722']"
hYXu7kran7G1q8fmIpOf-g,coffee-crisp-cafe-austin,Coffee + Crisp Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/XUODw1T0vAEgzD-9MqJ9EQ/o.jpg,False,https://www.yelp.com/biz/coffee-crisp-cafe-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,98,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"['delivery', 'pickup']",$,+15127639717,(512) 763-9717,10584.935391821662,30.396676,-97.727374,3220 Amy Donovan Plz,Ste 100,The Domain,Austin,78759,US,TX,"['3220 Amy Donovan Plz', 'Ste 100', 'The Domain', 'Austin, TX 78759']"
dDz2erKJ_Z2HMur0tQ_iJA,cosmic-coffee-beer-garden-austin,Cosmic Coffee + Beer Garden,https://s3-media1.fl.yelpcdn.com/bphoto/3igTCLUSFLdxGWuvCR8eaQ/o.jpg,False,https://www.yelp.com/biz/cosmic-coffee-beer-garden-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,526,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.5,['delivery'],$$,+15124810694,(512) 481-0694,8707.48853471667,30.22695652296863,-97.76249472956155,121 Pickle Rd,Ste 111,,Austin,78704,US,TX,"['121 Pickle Rd', 'Ste 111', 'Austin, TX 78704']"
L0wmwO-OcjpeQhtq8fcEOA,lamppost-coffee-round-rock-2,Lamppost Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/DDhqP8IERxv2WfURZ4iJCQ/o.jpg,False,https://www.yelp.com/biz/lamppost-coffee-round-rock-2?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,260,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"['delivery', 'pickup']",$$,+15122174962,(512) 217-4962,23614.289566024967,30.510367594824498,-97.69433172883643,1205 Round Rock Ave,Ste 129,,Round Rock,78664,US,TX,"['1205 Round Rock Ave', 'Ste 129', 'Round Rock, TX 78664']"
2_bg3F-ZZK-iBrDAQn7Wnw,lola-savannah-coffee-lounge-austin,Lola Savannah Coffee Lounge,https://s3-media4.fl.yelpcdn.com/bphoto/W669fZDdbnK-RxWPz0n77g/o.jpg,False,https://www.yelp.com/biz/lola-savannah-coffee-lounge-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,97,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,[],$,+15122638801,(512) 263-8801,20425.05915412524,30.3340124250258,-97.967871137092,3001 RR 620 S,,,Austin,78738,US,TX,"['3001 RR 620 S', 'Austin, TX 78738']"
sTb68gdXdX5Kq811dudnqw,turnstile-coffee-beer-and-spirits-austin,Turnstile Coffee Beer and Spirits,https://s3-media2.fl.yelpcdn.com/bphoto/D8RYeCGjUgPJcY2keW8A2g/o.jpg,False,https://www.yelp.com/biz/turnstile-coffee-beer-and-spirits-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,54,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,[],$$,+15123733273,(512) 373-3273,9371.445647112323,30.38413,-97.72339,10025 Burnet Rd,,,Austin,78758,US,TX,"['10025 Burnet Rd', 'Austin, TX 78758']"
QmGqhWkdued9L98MP-jiPg,thrive-craft-house-austin,Thrive Craft House,https://s3-media3.fl.yelpcdn.com/bphoto/5HkLXEjYusF7tumdhBCQqQ/o.jpg,False,https://www.yelp.com/biz/thrive-craft-house-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,63,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}]",4.5,"['delivery', 'pickup']",$$,+15125025346,(512) 502-5346,1879.9053075017098,30.3017537270807,-97.7385396407883,519 W 37th St,,,Austin,78705,US,TX,"['519 W 37th St', 'Austin, TX 78705']"
scgW2xP8VX7d73BCEEwdFQ,sweetwaters-coffee-and-tea-austin-3,Sweetwaters Coffee & Tea,https://s3-media2.fl.yelpcdn.com/bphoto/zU5nP3lK9TOkEcGObVX5LQ/o.jpg,False,https://www.yelp.com/biz/sweetwaters-coffee-and-tea-austin-3?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,45,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"['delivery', 'pickup']",,+17377173103,(737) 717-3103,3608.0986348594674,30.275000823554155,-97.74384557055222,316 W 12th St,,,Austin,78701,US,TX,"['316 W 12th St', 'Austin, TX 78701']"
F3v2FifOAl-ZPaFqoO5mrg,mañana-austin-3,Mañana,https://s3-media4.fl.yelpcdn.com/bphoto/Iu4jIedgc2IaIWJSZxGpCg/o.jpg,False,https://www.yelp.com/biz/ma%C3%B1ana-austin-3?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,249,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",4.5,['delivery'],$$,+15128723144,(512) 872-3144,6467.447672239086,30.2474,-97.75006,1603 S Congress Ave,,,Austin,78704,US,TX,"['1603 S Congress Ave', 'Austin, TX 78704']"
VntALdl7oo_97ppGMkGslQ,lucky-lab-coffee-austin-2,Lucky Lab Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/IFHCRfqtJGJFXGvWFrhj0A/o.jpg,False,https://www.yelp.com/biz/lucky-lab-coffee-austin-2?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,217,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,['delivery'],$$,+15124206950,(512) 420-6950,2375.5391747102112,30.2885573389099,-97.7421442050357,2421 San Antonio St,,,Austin,78705,US,TX,"['2421 San Antonio St', 'Austin, TX 78705']"
VLh3Hn6FSaqDr5WXFge6Eg,radio-coffee-and-beer-austin-2,Radio Coffee & Beer,https://s3-media2.fl.yelpcdn.com/bphoto/PFFJSMXDK4MWn0KarB9uFA/o.jpg,False,https://www.yelp.com/biz/radio-coffee-and-beer-austin-2?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,759,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,['delivery'],$,+15123947844,(512) 394-7844,8680.00043098955,30.231538,-97.787778,4204 Manchaca Rd,,,Austin,78704,US,TX,"['4204 Manchaca Rd', 'Austin, TX 78704']"
tQRKD55NmN-VZY4zGxHIjQ,merit-coffee-austin,Merit Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/QGlqfaqvf4KKsgbJiM45Ew/o.jpg,False,https://www.yelp.com/biz/merit-coffee-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,144,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,['delivery'],$$,+15129060266,(512) 906-0266,4210.601726424191,30.267603720343104,-97.7520827261404,222 W Ave,Ste 120,,Austin,78701,US,TX,"['222 W Ave', 'Ste 120', 'Austin, TX 78701']"
VTfEkmnmxuujFx9NWV7nvg,carpenter-coffee-bar-austin,Carpenter Coffee Bar,https://s3-media4.fl.yelpcdn.com/bphoto/6G-hHGNq7i7Scunuk0qdpw/o.jpg,False,https://www.yelp.com/biz/carpenter-coffee-bar-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,43,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,['delivery'],,+15126825300,(512) 682-5300,4781.414149992644,30.26216422847828,-97.75869637177637,400 Josephine St,,,Austin,78704,US,TX,"['400 Josephine St', 'Austin, TX 78704']"
dyMSJkhVYbx0rIXq-0bhag,bennu-coffee-austin-2,Bennu Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/CRy-it2GJjEI35IkH4Rlag/o.jpg,False,https://www.yelp.com/biz/bennu-coffee-austin-2?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,196,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['delivery'],$,+15124483919,(512) 448-3919,5581.283525038624,30.25609,-97.747,515 S Congress Ave,,,Austin,78704,US,TX,"['515 S Congress Ave', 'Austin, TX 78704']"
wP5mU6WLU5y6NVLm1NpPBA,summer-moon-coffee-austin-15,Summer Moon Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/DCoiF4N5eeB_sUt59a6uAQ/o.jpg,False,https://www.yelp.com/biz/summer-moon-coffee-austin-15?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,591,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",4.5,['delivery'],$$,+17373001265,(737) 300-1265,10554.827153884866,30.39442,-97.72019,11005 Burnet Rd,Ste 112,,Austin,78758,US,TX,"['11005 Burnet Rd', 'Ste 112', 'Austin, TX 78758']"
bRyAy_8DtbIYzbW-cqXYxg,red-horn-coffee-house-and-brewing-company-cedar-park,Red Horn Coffee House and Brewing Company,https://s3-media3.fl.yelpcdn.com/bphoto/duEnPlqA1-nmqO6mIRqHPA/o.jpg,False,https://www.yelp.com/biz/red-horn-coffee-house-and-brewing-company-cedar-park?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,500,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.5,['delivery'],$$,+15129867038,(512) 986-7038,25553.545881087757,30.5341242270347,-97.7804979,13010 W Parmer Ln,Ste 800,,Cedar Park,78613,US,TX,"['13010 W Parmer Ln', 'Ste 800', 'Cedar Park, TX 78613']"
S_Hza66smVOAyxk0rdVgjQ,cuppa-austin-austin-2,Cuppa Austin,https://s3-media3.fl.yelpcdn.com/bphoto/6AD6UbU5EymoTKN-EMfYrA/o.jpg,False,https://www.yelp.com/biz/cuppa-austin-austin-2?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,347,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"['delivery', 'pickup']",$$,+15123826729,(512) 382-6729,19261.76654808817,30.478224,-97.766481,9225 W Parmer Ln,Ste 101,,Austin,78717,US,TX,"['9225 W Parmer Ln', 'Ste 101', 'Austin, TX 78717']"
lnggPZaXKFFvLPD-q2c7Mg,illuminate-coffee-bar-austin,Illuminate Coffee Bar,https://s3-media1.fl.yelpcdn.com/bphoto/wCwuzRx2o1lNbngoghQPMw/o.jpg,False,https://www.yelp.com/biz/illuminate-coffee-bar-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,204,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"['delivery', 'pickup']",$,+15128260396,(512) 826-0396,18279.991413260363,30.461533125839836,-97.81651412127835,12129 Fm 620 N,Ste 102,,Austin,78750,US,TX,"['12129 Fm 620 N', 'Ste 102', 'Austin, TX 78750']"
oth4c9c1bA71pxf_fD556g,flightpath-coffeehouse-austin,Flightpath Coffeehouse,https://s3-media2.fl.yelpcdn.com/bphoto/0tBxff6PzdLSQo54DV5muA/o.jpg,False,https://www.yelp.com/biz/flightpath-coffeehouse-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,430,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,['delivery'],$,+15124584472,(512) 458-4472,3757.167412010965,30.31386,-97.71983,5011 Duval St,,,Austin,78751,US,TX,"['5011 Duval St', 'Austin, TX 78751']"
lm6-bCQ4xvZ4ZLD_WePxOQ,stay-while-coffee-austin,Stay While Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/lkmw5sE0fcTf8jjVRCQgYQ/o.jpg,False,https://www.yelp.com/biz/stay-while-coffee-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,8,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,['delivery'],,+18172404073,(817) 240-4073,8152.409427739338,30.25703,-97.69363,828 Airport Blvd,,,Austin,78702,US,TX,"['828 Airport Blvd', 'Austin, TX 78702']"
jVmW1epocHb9CkdqrLApog,dutch-bros-coffee-austin,Dutch Bros Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/lN34yt6_Bhxf29Ve4GjDPg/o.jpg,False,https://www.yelp.com/biz/dutch-bros-coffee-austin?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,4,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,[],,+15419554700,(541) 955-4700,13898.721786976961,30.38495226472154,-97.6462385679932,1815 E Parmer Ln,,,Austin,78754,US,TX,"['1815 E Parmer Ln', 'Austin, TX 78754']"
3SDCih4VadnQaEbEnTcoWA,el-tigre-coffee-austin-3,El Tigre Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/9aTPKvhoBqTXF07ribg3PA/o.jpg,False,https://www.yelp.com/biz/el-tigre-coffee-austin-3?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,24,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,[],,+15127489473,(512) 748-9473,4905.718017098998,30.274269895517776,-97.72123728834207,1204 Salina St,,,Austin,78702,US,TX,"['1204 Salina St', 'Austin, TX 78702']"
4CH5ZOCr8gyS7GZjhpWyhw,cafe-nenai-austin-2,Cafe Nena'i,https://s3-media3.fl.yelpcdn.com/bphoto/9sAJHEHqo9pQ2iHTwtKUEg/o.jpg,False,https://www.yelp.com/biz/cafe-nenai-austin-2?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,182,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'latin', 'title': 'Latin American'}]",4.5,['delivery'],$,+15128409066,(512) 840-9066,10164.644858302554,30.22724,-97.70237,1700 Montopolis Dr,Ste A,,Austin,78741,US,TX,"['1700 Montopolis Dr', 'Ste A', 'Austin, TX 78741']"
THU2KGk4bQsP3vkEEfKSow,alfred-austin-2,Alfred,https://s3-media3.fl.yelpcdn.com/bphoto/wsQcf2Iv0ASVf8IJVQVKzQ/o.jpg,False,https://www.yelp.com/biz/alfred-austin-2?adjust_creative=RwbavM1QgTWTHt3y4IR7Eg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RwbavM1QgTWTHt3y4IR7Eg,94,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,['delivery'],$$,+15124789611,(512) 478-9611,4914.916961941213,30.26278,-97.74396,111 E Cesar Chavez St,,,Austin,78701,US,TX,"['111 E Cesar Chavez St', 'Austin, TX 78701']"
